mz,intensity,rel.intensity,theo.mass,delta,rdb,composition
798.529096,762178.4,0.86,798.529054,0.052582083,6.5,C43 H77 O10 N P
798.5559961,278833.5,0.32,798.5568862,1.114738181,10,C48 H79 O7 P
798.5656961,660977.5,0.75,798.5654396,0.3212293,5.5,C44 H81 O9 N P
798.5846961,414965.7,0.47,798.5850295,0.417547985,9,C49 H84 O4 P2
798.6576962,325100.3,0.37,798.6578006,0.130692932,7,C51 H92 O2 P2
799.5273972,783781.8,0.89,799.5283258,1.161365062,10.5,C47 H76 O8 P
799.5601973,472439.9,0.53,799.5603774,0.225326134,10,C47 H77 O9 N
799.5683973,356458.1,0.4,799.5673914,1.25807272,14,C51 H78 O4 N P
799.5845973,211576.9,0.24,799.5858406,1.554997759,4.5,C45 H84 O9 P
799.5879973,221211.8,0.25,799.5882096,0.265549153,13.5,C52 H79 O6
799.6693974,221833.5,0.25,799.669534,0.170769815,7,C50 H89 O6 N
800.5306984,300237.3,0.34,800.5305887,0.137097153,14.5,C50 H76 O3 N P2
800.5442984,681700.8,0.77,800.544393,0.118130867,10,C47 H76 O10
800.5633985,182434.8,0.21,800.5642941,1.118760294,9,C48 H82 O5 P2
801.5403996,331656.9,0.38,801.539642,0.945241028,10,C46 H75 O10 N
801.5476996,215737,0.24,801.5466559,1.302136845,14,C50 H76 O5 N P
801.5765997,244059.7,0.28,801.5760275,0.713821699,9,C47 H79 O9 N
802.5393008,285326.4,0.32,802.5392248,0.094722514,9.5,C46 H77 O8 N P
802.5602009,794016.6,0.9,802.5603542,0.191044298,4.5,C43 H81 O10 N P
803.555602,745707.4,0.84,803.555292,0.385775441,9,C46 H77 O10 N
804.5560032,300022.4,0.34,804.5548749,1.402467289,8.5,C46 H79 O8 N P
804.5620032,333624.3,0.38,804.5618888,0.142236204,12.5,C50 H80 O3 N P2
804.5759033,608218.9,0.69,804.5760042,0.125508119,3.5,C43 H83 O10 N P
804.6240033,193543.2,0.22,804.6249658,1.196201851,2,C45 H89 O9 P
805.5710044,1617283.4,1.83,805.5709421,0.077380393,8,C46 H79 O10 N
805.6080045,197131.3,0.22,805.6073276,0.840198026,7,C47 H83 O9 N
806.5555056,821580.7,0.93,806.5552688,0.293630325,3.5,C42 H81 O11 N P
806.5651056,614452.9,0.7,806.5646517,0.562789168,16.5,C53 H77 O3 N P
806.5760056,695398.3,0.79,806.5760871,0.100938873,3,C43 H82 O13
807.5587068,332412.8,0.38,807.5595896,1.093121121,21,C56 H73 O3 N
807.5852069,1043060.6,1.18,807.5850528,0.190757061,15.5,C54 H80 O3 P
808.513508,1137510.9,1.29,808.513404,0.128608083,8.5,C44 H75 O10 N P
808.549908,838891.8,0.95,808.5497895,0.146577854,7.5,C45 H79 O9 N P
808.581408,1738076.8,1.97,808.5803018,1.368162256,15.5,C53 H79 O3 N P
809.5168092,587933.7,0.67,809.5153558,1.795360591,17,C51 H72 O5 N P
809.5522092,516594.3,0.58,809.5517413,0.577983131,16,C52 H76 O4 N P
809.5659092,483701.7,0.55,809.5658567,0.064835522,7,C45 H79 O11 N
809.5852092,1069304,1.21,809.5854467,0.293336811,10.5,C50 H82 O6 P
810.5291104,7523437.5,8.51,810.529054,0.069491638,7.5,C44 H77 O10 N P
810.5654104,1085156.9,1.23,810.5654396,0.035951431,6.5,C45 H81 O9 N P
810.5760104,266590.5,0.3,810.5780156,2.47378201,6,C46 H83 O9 P
810.5885104,991822.6,1.12,810.5889379,0.527349158,10.5,C49 H80 O8 N
811.5323116,4269822,4.83,811.5333748,1.310192612,25,C58 H69 O2 N
811.5610116,1196003.1,1.35,811.5603774,0.781427164,11,C48 H77 O9 N
811.5770116,383265.7,0.43,811.5775984,0.723056674,5.5,C46 H85 O7 P2
811.5912116,445531.6,0.5,811.5908897,0.396664374,19,C56 H77 O3 N
811.5989116,299159.2,0.34,811.5987278,0.226518206,0.5,C43 H89 O9 P2
812.5444128,6762250.5,7.65,812.544393,0.02432827,11,C48 H76 O10
812.5643128,660664.9,0.75,812.5642941,0.023012584,10,C49 H82 O5 P2
812.5814128,228937.1,0.26,812.5810896,0.397748594,5.5,C45 H83 O9 N P
812.5941128,569504.6,0.64,812.5939768,0.167437489,0.5,C42 H88 O9 N P2
813.539714,5592889,6.33,813.539642,0.088483335,11,C47 H75 O10 N
813.575714,539778.2,0.61,813.5760275,0.38531341,10,C48 H79 O9 N
813.598614,210725.2,0.24,813.5971569,1.791027715,5,C45 H83 O11 N
814.5431152,2794245.8,3.16,814.5435587,0.544466928,10,C48 H80 O6 P2
815.5545164,3615904,4.09,815.5540638,0.554963593,14,C51 H79 O3 N P2
816.5579176,1732000.8,1.96,816.5572439,0.82507399,18.5,C54 H74 O5 N
816.5762176,577172.4,0.65,816.5760042,0.261281455,4.5,C44 H83 O10 N P
817.5612188,1128856.8,1.28,817.5603309,1.085974425,0,C40 H85 O11 N P2
818.5343199,185749.5,0.21,818.5341394,0.220526561,9.5,C46 H77 O9 N P
818.56402,684580.8,0.77,818.5643406,0.391709127,22,C58 H74 O3
819.5184211,1289805.8,1.46,819.5184661,0.054908057,5,C42 H79 O10 N P2
819.5680212,448898.6,0.51,819.5674277,0.724151868,3.5,C44 H85 O9 P2
819.5860212,286615.5,0.32,819.5865922,0.696674914,8,C47 H81 O10 N
820.5215223,671381.6,0.76,820.5216462,0.150978231,9.5,C45 H74 O12 N
820.5500223,650900.6,0.74,820.5497895,0.283775876,8.5,C46 H79 O9 N P
820.5709224,341472.2,0.39,820.5709189,0.004276548,3.5,C43 H83 O11 N P
821.5330235,546894.6,0.62,821.5338051,0.951338746,8.5,C46 H78 O10 P
821.5532235,311772.3,0.35,821.5517413,1.804198857,17,C53 H76 O4 N P
821.5658236,204510.6,0.23,821.5658567,0.040379989,8,C46 H79 O11 N
822.5292247,619889.4,0.7,822.529054,0.207484162,8.5,C45 H77 O10 N P
822.5654248,737188.3,0.83,822.5654396,0.017997735,7.5,C46 H81 O9 N P
823.5319259,369427.2,0.42,823.5310059,1.117205352,17,C52 H74 O5 N P
823.5616259,257341.8,0.29,823.5623423,0.869827575,2.5,C43 H85 O10 P2
823.5675259,262693.8,0.3,823.5673914,0.163420063,16,C53 H78 O4 N P
823.580826,190853,0.22,823.5802785,0.664711659,11,C50 H83 O4 N P2
824.5443271,768000.7,0.87,824.544393,0.079917653,12,C49 H76 O10
824.5604271,190423.3,0.22,824.5599603,0.566220185,11.5,C49 H79 O7 N P
824.5813272,302648,0.34,824.5810896,0.288073061,6.5,C46 H83 O9 N P
825.5395283,670367.1,0.76,825.539642,0.137702503,12,C48 H75 O10 N
825.5759283,293164.3,0.33,825.5760275,0.120091585,11,C49 H79 O9 N
826.5427295,221988.2,0.25,826.5435587,1.003161197,11,C49 H80 O6 P2
826.5602295,916920.6,1.04,826.5603542,0.150807167,6.5,C45 H81 O10 N P
827.5552307,1273476.4,1.44,827.555292,0.074116041,11,C48 H77 O10 N
828.5575319,631779.4,0.71,828.5572439,0.347660702,19.5,C55 H74 O5 N
828.5703319,323586.6,0.37,828.570131,0.242481064,14.5,C52 H79 O5 N P
829.5706331,1069447.3,1.21,829.5709421,0.37247188,10,C48 H79 O10 N
830.5659343,1193306.6,1.35,830.5646517,1.544248748,18.5,C55 H77 O3 N P
830.5916343,383969.4,0.43,830.5916543,0.024035543,4.5,C45 H85 O10 N P
830.6400344,212914.2,0.24,830.6406159,0.700032809,3,C47 H91 O9 P
831.5170354,196978.7,0.22,831.518155,1.34641093,10.5,C47 H76 O10 P
831.5696355,685846.1,0.78,831.5697967,0.193791855,13.5,C52 H80 O6 P
831.5867355,873085.2,0.99,831.5865922,0.172384288,9,C48 H81 O10 N
832.5728367,740856.4,0.84,832.5732878,0.541854774,13.5,C51 H78 O8 N
832.6071367,220190.8,0.25,832.6069933,0.172325357,8,C49 H84 O10
832.6552368,548083.6,0.62,832.6562659,1.235964282,2,C47 H93 O9 P
833.5757379,348119.5,0.39,833.5760638,0.390971827,-0.5,C41 H86 O14 P
833.5852379,326834.1,0.37,833.5854467,0.250493639,12.5,C52 H82 O6 P
833.6020379,859736.6,0.97,833.6022422,0.245086071,8,C48 H83 O10 N
834.529139,3299795.8,3.73,834.529054,0.101851853,9.5,C46 H77 O10 N P
834.5868391,714485.1,0.81,834.5865689,0.323740864,3.5,C44 H85 O11 N P
834.5967391,701953.7,0.79,834.5959518,0.94331446,16.5,C55 H81 O3 N P
835.5326402,2070419,2.34,835.534199,1.86558089,4.5,C43 H80 O13 P
835.5622403,199353.2,0.23,835.5623423,0.122096497,3.5,C44 H85 O10 P2
835.5822403,486245.9,0.55,835.5815068,0.877838705,8,C47 H81 O11 N
835.6034403,440474.3,0.5,835.6034658,0.030448403,20.5,C59 H79 O3
835.6088403,454066.3,0.51,835.609339,0.596766196,11.5,C52 H83 O8
836.5445415,4369096,4.94,836.544393,0.177445738,13,C50 H76 O10
836.5814415,404136.8,0.46,836.5810896,0.420612317,7.5,C47 H83 O9 N P
836.5931415,339200,0.38,836.5936657,0.626552582,7,C48 H85 O9 P
836.6123415,648117.3,0.73,836.6116019,0.884078275,15.5,C55 H83 O3 N P
837.5401426,3303444,3.74,837.539642,0.597772577,13,C49 H75 O10 N
837.5769427,713767.8,0.81,837.5760275,1.092667549,12,C50 H79 O9 N
837.5968427,902957.7,1.02,837.5971569,0.375062469,7,C47 H83 O11 N
837.6163427,384253.9,0.43,837.6167469,0.482465124,10.5,C52 H86 O6 P
838.5436438,2167332,2.45,838.5435587,0.101583447,12,C50 H80 O6 P2
838.5596439,2280832.3,2.58,838.5600431,0.476073126,12,C50 H78 O10
838.5806439,276422.3,0.31,838.5811724,0.630301553,7,C47 H82 O12
838.5993439,470266.5,0.53,838.5991087,0.280516687,15.5,C54 H80 O6 N
838.6192439,320318.5,0.36,838.620238,1.185404679,10.5,C51 H84 O8 N
839.554845,3592782.8,4.07,839.555292,0.532423731,12,C49 H77 O10 N
839.5926451,539186.6,0.61,839.5916776,1.152388475,11,C50 H81 O9 N
839.6034451,431757.8,0.49,839.6030253,0.499956799,14.5,C55 H85 O2 P2
840.5583462,2047289.8,2.32,840.5592087,1.026074279,11,C50 H82 O6 P2
840.5757463,1922018.1,2.18,840.5756931,0.063204904,11,C50 H80 O10
840.5952463,225965.1,0.26,840.5955942,0.413921641,10,C51 H86 O5 P2
841.5698475,1658337.9,1.88,841.5697138,0.158774311,15,C53 H81 O3 N P2
841.6090475,243695.9,0.28,841.6092925,0.2910952,0.5,C44 H91 O10 P2
842.5729487,1049289,1.19,842.5728939,0.064964048,19.5,C56 H76 O5 N
842.5909487,513090,0.58,842.5913432,0.468232357,10,C50 H82 O10
843.5179498,197217.8,0.22,843.518155,0.243297582,11.5,C48 H76 O10 P
843.5506498,178081.9,0.2,843.5502067,0.525345313,11,C48 H77 O11 N
843.5706498,596047.1,0.67,843.5701078,0.642609963,10,C49 H83 O6 N P2
843.5857499,946937.1,1.07,843.5853639,0.457527471,14,C53 H83 O3 N P2
844.564551,466299.3,0.53,844.5647345,0.217270285,19,C56 H76 O6
844.5805511,418433.9,0.47,844.5803018,0.295151841,18.5,C56 H79 O3 N P
844.5882511,401770.9,0.45,844.588544,0.346819631,18.5,C56 H78 O5 N
844.6072511,498052.9,0.56,844.6073044,0.063086631,4.5,C46 H87 O10 N P
845.5654522,411717.7,0.47,845.5658567,0.478380416,10,C48 H79 O11 N
845.5920523,310985.5,0.35,845.5916311,0.498125172,0,C42 H89 O11 N P2
845.6018523,257569.1,0.29,845.6022422,0.461171903,9,C49 H83 O10 N
846.4960533,190022.3,0.22,846.4970024,1.121147252,11,C47 H76 O9 P2
846.5593534,183873.2,0.21,846.5592552,0.115984841,23,C59 H74 O4
847.5718546,488814.5,0.55,847.5717252,0.15268841,17.5,C56 H81 O2 P2
849.586357,508487.4,0.58,849.5862346,0.144143955,3.5,C45 H86 O12 P
850.5601582,266421.2,0.3,850.5600431,0.135347932,13,C51 H78 O10
850.5754582,409827.1,0.46,850.5756103,0.17882128,12.5,C51 H81 O7 N P
850.5898582,267334.4,0.3,850.5897258,0.155751859,3.5,C44 H84 O14 N
851.5569594,235506.6,0.27,851.5572569,0.349394787,3.5,C44 H85 O11 P2
851.5921594,227405.5,0.26,851.5916776,0.565849458,12,C51 H81 O9 N
852.5592606,186811.8,0.21,852.5592087,0.060831488,12,C51 H82 O6 P2
852.5755606,490801.5,0.56,852.5756931,0.155452565,12,C51 H80 O10
852.5907606,198317.7,0.22,852.5909493,0.221276369,16,C55 H80 O7
853.5714618,1025282.3,1.16,853.5709421,0.608833109,12,C50 H79 O10 N
854.574363,576215.7,0.65,854.5748588,0.580165457,11,C51 H84 O6 P2
854.591463,805745,0.91,854.5913432,0.140194384,11,C51 H82 O10
855.5866642,1962581.9,2.22,855.5865922,0.084182836,11,C50 H81 O10 N
856.5380653,196105,0.22,856.5388672,0.936166531,7,C46 H82 O10 P2
856.5886654,1034582.7,1.17,856.588544,0.141745238,19.5,C57 H78 O5 N
856.6039654,262519.5,0.3,856.6038001,0.19296473,23.5,C61 H78 O2 N
856.6553655,239676.5,0.27,856.6562659,1.051132934,4,C49 H93 O9 P
857.5186665,1626715.5,1.84,857.5185489,0.137114107,7.5,C45 H78 O13 P
857.6016666,1111033.9,1.26,857.6022422,0.671210661,10,C50 H83 O10 N
857.6755667,597307.8,0.68,857.6750133,0.645276873,8,C52 H91 O8 N
858.5214677,899937.6,1.02,858.5220401,0.666733142,7.5,C44 H76 O15 N
858.5970678,1559566.4,1.76,858.5959518,1.299749227,18.5,C57 H81 O3 N P
858.6707679,1550108.4,1.75,858.671916,1.337084395,3,C49 H95 O9 P
859.5263689,969005.4,1.1,859.5259568,0.47947404,6.5,C45 H81 O11 P2
859.5470689,387882.6,0.44,859.5470862,0.020037004,1.5,C42 H85 O13 P2
859.581569,528874.8,0.6,859.5815068,0.072336287,10,C49 H81 O11 N
859.600369,640149.8,0.72,859.5999561,0.480356472,0.5,C43 H87 O16
859.6742691,735311.9,0.83,859.6741789,0.104898592,7,C52 H95 O4 N P2
859.6910691,335528.5,0.38,859.6906633,0.472008755,7,C52 H93 O8 N
860.5288701,3659504.5,4.14,860.5291369,0.309998733,11,C48 H76 O13
860.5506701,246291.5,0.28,860.5505773,0.107832796,1.5,C41 H83 O15 N P
860.5865702,287068.2,0.32,860.5866517,0.094785739,5,C46 H84 O14
860.6036702,771679.3,0.87,860.604588,1.066429863,13.5,C53 H82 O8 N
860.6858703,722920.5,0.82,860.6875661,1.970256881,2,C49 H97 O9 P
861.5321713,2227554.8,2.52,861.5313998,0.895533366,15,C51 H76 O8 N P
861.5490713,883334.3,1,861.5498491,0.902717941,5.5,C45 H82 O13 P
861.6041714,376778.2,0.43,861.6041708,0.0006942,13,C53 H84 O6 N P
861.6709715,307640.7,0.35,861.6699279,1.211125903,7,C51 H91 O9 N
861.6894715,389510.7,0.44,861.6895179,0.053822979,10.5,C56 H94 O4 P
862.5358725,1894106,2.14,862.5365447,0.779354277,10,C48 H79 O11 P
862.6183726,343827.1,0.39,862.6178691,0.583746914,3.5,C46 H89 O11 N P
863.5391737,1176785,1.33,863.5388076,0.423921294,14,C51 H79 O6 N P2
863.5650737,1195675.9,1.35,863.5654991,0.492599476,4.5,C45 H84 O13 P
863.6126738,462109.1,0.52,863.6128069,0.15415931,8,C49 H85 O11 N
864.5431749,1164916,1.32,864.5439526,0.899525723,9,C48 H82 O9 P2
864.5597749,1493572,1.69,864.5592087,0.654899446,13,C52 H82 O6 P2
864.617975,224621.3,0.25,864.6179519,0.026735681,3,C46 H88 O14
865.502476,625047.9,0.71,865.5025049,0.033386429,14.5,C50 H74 O10 P
865.5470761,640660.7,0.72,865.5471327,0.065346639,13.5,C51 H77 O11
865.5626761,771491.8,0.87,865.5626999,0.027476675,13,C51 H80 O8 N P
865.6279762,351587.9,0.4,865.628457,0.555424134,7,C49 H87 O11 N
866.5061772,341551.1,0.39,866.5059961,0.209026111,14.5,C49 H72 O12 N
866.5499773,440278.6,0.5,866.5493956,0.671320305,17.5,C54 H77 O6 N P
866.5661773,700697.8,0.79,866.5654759,0.809455628,-1,C41 H88 O14 P2
866.5745773,576985.3,0.65,866.5748588,0.324793298,12,C52 H84 O6 P2
866.5916774,478601.6,0.54,866.5916543,0.02659418,7.5,C48 H85 O10 N P
867.5177785,507437.2,0.57,867.518155,0.434057701,13.5,C50 H76 O10 P
867.5397785,328201.6,0.37,867.5395955,0.21094815,4,C43 H83 O12 N P2
867.5526785,256141.5,0.29,867.5521715,0.584357937,3.5,C44 H85 O12 P2
867.5705785,362743.8,0.41,867.5701078,0.542618826,12,C51 H83 O6 N P2
867.5779785,317363.9,0.36,867.5780389,0.069549921,16.5,C55 H79 O8
867.5948785,260298.6,0.29,867.5959751,1.26388752,25,C62 H77 O2 N
868.5211797,206130.5,0.23,868.5216462,0.537159817,13.5,C49 H74 O12 N
868.5604797,183983.3,0.21,868.5599966,0.556245784,3,C44 H86 O12 P2
868.5734797,440795.2,0.5,868.5732878,0.220910689,16.5,C54 H78 O8 N
868.6073798,427191.6,0.48,868.6073044,0.086794148,6.5,C48 H87 O10 N P
869.5549809,2894212.8,3.28,869.5549344,0.053416515,7.5,C47 H82 O12 P
869.5759809,224660.3,0.25,869.5760638,0.09532735,2.5,C44 H86 O14 P
869.6019809,233327.5,0.26,869.6022422,0.300475801,11,C51 H83 O10 N
870.5583821,1637507.8,1.85,870.5584256,0.050006191,7.5,C46 H80 O14 N
870.5792821,183050.6,0.21,870.579555,0.313442331,2.5,C43 H84 O16 N
871.5345833,395360.2,0.45,871.5345101,0.083942761,3,C42 H83 O13 N P2
871.5706833,2649094.3,3,871.5705845,0.113349773,6.5,C47 H84 O12 P
871.6172834,252313.7,0.29,871.6178923,0.698645034,10,C51 H85 O10 N
872.5364845,253986.8,0.29,872.5364619,0.025844824,11.5,C49 H80 O8 N P2
872.5735845,1363788.3,1.54,872.5740757,0.562921193,6.5,C46 H82 O14 N
873.5495857,309435,0.35,873.5498491,0.301526712,6.5,C46 H82 O13 P
873.5861857,820889.3,0.93,873.5862346,0.055935131,5.5,C47 H86 O12 P
874.5447869,811909.4,0.92,874.5447869,9.39990554608701e-05,11,C49 H78 O13
874.5844869,446407.5,0.51,874.5838525,0.725344005,14.5,C53 H80 O9 N
875.5477881,418734.2,0.47,875.5470498,0.843141986,15,C52 H78 O8 N P
876.5597893,481040.8,0.54,876.5592087,0.662289552,14,C53 H82 O6 P2
877.5623905,362819.8,0.41,877.5623888,-0.001883705,18.5,C56 H77 O8
878.5661917,214158.9,0.24,878.5654759,0.81471783,0,C42 H88 O14 P2
879.5874929,185736.4,0.21,879.5865922,1.02400275,13,C52 H81 O10 N
880.5736941,191863.8,0.22,880.5732878,0.461306169,17.5,C55 H78 O8 N
881.5181952,356303.2,0.4,881.5185489,0.401295571,9.5,C47 H78 O13 P
881.5325952,327113.3,0.37,881.5314361,1.314878534,4.5,C44 H83 O13 P2
881.6020953,179014.7,0.2,881.6022422,0.166693751,12,C52 H83 O10 N
882.5219964,190533,0.22,882.5220401,0.04955205,9.5,C46 H76 O15 N
882.5873965,327148.8,0.37,882.5865689,0.937626295,7.5,C48 H85 O11 N P
883.5342976,9273827,10.49,883.534199,0.11159145,8.5,C47 H80 O13 P
884.5374988,5043780.5,5.71,884.5376902,0.216369878,8.5,C46 H78 O15 N
884.6024989,709641.4,0.8,884.602219,0.316390894,6.5,C48 H87 O11 N P
885.5499,54320192,61.47,885.5498491,0.057521881,7.5,C47 H82 O13 P
885.5647,182964.6,0.21,885.5651052,0.457544335,11.5,C51 H82 O10 P
885.5996001,420632.8,0.48,885.5991217,0.540118756,1.5,C45 H91 O12 P2
885.6048001,418582.9,0.47,885.6041708,0.710556432,15,C55 H84 O6 N P
886.5529012,29226088,33.07,886.5533402,0.495225819,7.5,C46 H80 O15 N
886.6123013,254268.3,0.29,886.6119958,0.344506431,14.5,C55 H85 O6 N P
887.5566024,20816118,23.56,887.5572569,0.737440319,6.5,C47 H85 O11 P2
887.6129025,631481.4,0.71,887.6128069,0.107636616,10,C51 H85 O11 N
887.6861026,653250.6,0.74,887.6855779,0.590984134,8,C53 H93 O9 N
888.5599036,45985500,52.04,888.560437,0.600299998,11,C50 H80 O13
888.6169037,320276.2,0.36,888.6167236,0.202633857,9,C52 H90 O7 P2
888.6898038,324743.5,0.37,888.6894946,0.347851708,7,C54 H98 O5 P2
889.5633048,25380230,28.72,889.5626999,0.679986767,15,C53 H80 O8 N P
889.700705,306044.7,0.35,889.701228,0.587893396,7,C53 H95 O9 N
890.566806,16183589,18.31,890.5678449,1.166516406,10,C50 H83 O11 P
891.5702072,8929499,10.11,891.5701078,0.111525704,14,C53 H83 O6 N P2
892.5734084,6328348.5,7.16,892.5732878,0.135059357,18.5,C56 H78 O8 N
893.5768096,3431078.3,3.88,893.5772045,0.441961005,17.5,C57 H83 O4 P2
894.5801108,3332838,3.77,894.5803846,0.30607498,22,C60 H78 O6
895.572512,355419.1,0.4,895.5729535,0.492996246,17.5,C56 H79 O9
895.583412,1517246.1,1.72,895.5834717,0.06663669,3.5,C46 H89 O12 P2
896.5733132,226807,0.26,896.5728474,0.51948737,12.5,C52 H84 O7 N P2
896.5872132,1107175.3,1.25,896.5869628,0.279214175,3.5,C45 H87 O14 N P
897.5902144,453766,0.51,897.5912836,1.191244064,21,C59 H79 O6 N
898.5938156,282262.5,0.32,898.5940596,0.271556777,7,C49 H87 O12 P
901.5448191,257827.3,0.29,901.5447637,0.061481575,7.5,C47 H82 O14 P
904.5550227,278451.3,0.32,904.5553516,0.363617869,11,C50 H80 O14
906.5529251,222900.9,0.25,906.5525524,0.411114339,19.5,C56 H76 O9 N
909.5492287,394254.3,0.45,909.5498491,0.682084022,9.5,C49 H82 O13 P
909.6372288,246050.3,0.28,909.6378762,0.711760502,11.5,C55 H90 O8 P
911.5651311,828456.2,0.94,911.5654991,0.40375065,8.5,C49 H84 O13 P
912.5612323,610741.9,0.69,912.5607481,0.530564779,8.5,C48 H83 O13 N P
913.5724335,344538.5,0.39,913.572907,0.518298058,7.5,C49 H87 O11 P2
914.5755347,1066153.6,1.21,914.5760871,0.60398023,12,C52 H82 O13
915.5605359,473308.4,0.54,915.5604137,0.133370548,7.5,C48 H84 O14 P
915.5791359,556344.8,0.63,915.57835,0.858373079,16,C55 H82 O8 N P
916.5637371,202688.5,0.23,916.5639049,0.183155112,7.5,C47 H82 O16 N
916.5849371,373862.3,0.42,916.5858639,1.011169307,20,C59 H80 O8
916.5891371,381637.1,0.43,916.5893681,0.252089599,2,C45 H89 O16 P
917.5398382,384047.8,0.43,917.5399894,0.164767914,3,C43 H85 O15 N P2
917.5762383,505755.7,0.57,917.5763749,0.148921671,2,C44 H89 O14 N P2
918.5711395,409978.3,0.46,918.5710017,0.149981331,11,C51 H82 O14
919.5739406,195111,0.22,919.5732646,0.735190027,15,C54 H82 O9 N P
920.5505418,274665.9,0.31,920.5505773,0.03858701,6.5,C46 H83 O15 N P
920.5862419,458399.3,0.52,920.5866517,0.445247206,10,C51 H84 O14
932.7325564,767026.7,0.87,932.7325049,0.055199175,2.5,C52 H103 O10 N P
933.7358576,397415,0.45,933.7368257,1.036805472,20,C66 H95 O2 N
